track_name,artists,valence,energy,danceability,tempo,acousticness,loudness,mood
Slow Dancing in the Dark,Joji,0.09193653595083565,0.2370128340186185,0.3198551373664233,75.03321921399107,0.5615484945132168,-13.944181155394254,Sad
Turn Down for What,DJ Snake,0.5525787011285671,0.8247281324865534,0.9423475119045742,146.43594496045816,0.0,0.0,Energetic
Butter,BTS,0.8146423620035508,0.8618561956240671,0.8206626014889394,117.388862744126,0.2531232279780717,-1.239817291705097,Happy
The Night We Met,Lord Huron,0.2851761802708182,0.23297035039829067,0.24434220340475685,88.06010951869538,0.5202296139391996,-11.418748801674463,Sad
Jump Around,House of Pain,0.5974545813868605,0.8513779741585799,0.7441946132236911,139.98536954598626,0.018806103475244376,-1.6838930201597364,Energetic
Watermelon Sugar,Harry Styles,0.8584996147513033,0.8053203773988689,0.8127129194712459,122.63461125536507,0.14854886592288624,-6.82742899380996,Happy
Good 4 U,Olivia Rodrigo,0.9046916485109434,0.8389361006580462,0.8069121440457125,147.32001875920866,0.08351854156958857,-2.1443197438375257,Happy
Can't Stop the Feeling!,Justin Timberlake,0.7785726480537856,0.7128741707682008,0.6504895825767005,141.96835449191346,0.18734925250832463,-4.1111693418209105,Happy
Experience,Ludovico Einaudi,0.5228710420829283,0.0688591087231768,0.42021232941931247,61.20764198756102,0.8401826929565313,-17.17740091467461,Calm
Sunset Lover,Petit Biscuit,0.4291487928017292,0.26133217521851526,0.3253398189870067,75.15676345932141,0.7094038081864568,-21.45192659978324,Calm
Fly Me to the Moon,Frank Sinatra,0.4145843583432913,0.2033477723849278,0.33550626740976597,58.04769765368199,0.8404116630699923,-18.49534504685808,Calm
Stay With Me,Sam Smith,0.23694626898626847,0.3592719106018172,0.36523876070233,76.3984858811887,0.5750422367085277,-11.79758650214177,Sad
About Damn Time,Lizzo,0.8229189067567931,0.8163950312775565,0.8835350344969854,122.01316767408967,0.2137457918781267,-4.427977688451018,Happy
Eye of the Tiger,Survivor,0.6548124154304559,0.9748840018488696,0.7410211730144284,135.470849096249,0.11864113562417164,-3.656392545930469,Energetic
Slow Dancing in the Dark,Joji,0.14288489239866586,0.2804236362963204,0.3930426778099925,70.065915396147,0.6017341133795917,-13.310518097649497,Sad
Someone Like You,Adele,0.17849959087872666,0.22967207360553887,0.42709343800499555,78.55020661425517,0.5230501569342859,-10.357391935453975,Sad
As It Was,Harry Styles,0.8580031259414731,0.7322158881595455,0.7823762854302172,119.32779604065436,0.08689058848390291,-3.360436131714926,Happy
Jump Around,House of Pain,0.6824674968683744,0.9145322345980438,0.8465373657380779,145.2358448892355,0.0,0.0,Energetic
Power,Kanye West,0.5948929484313081,0.803927411648113,0.8476082152532367,153.51196822515692,0.0900192375549256,-3.0672006128783336,Energetic
A Thousand Years,Christina Perri,0.3831078810853814,0.2805187177128807,0.3606301186352624,78.94839955404261,0.6978774650323165,-18.547151976813165,Calm
About Damn Time,Lizzo,0.8238590275258386,0.7298229444753535,0.7737040804805327,127.6907308886389,0.16081748482704716,-5.654461887104646,Happy
Breathin,Ariana Grande,0.18830550317883912,0.3543639067806945,0.41654897055966034,56.476890922685755,0.6274720621223808,-12.61052761056245,Sad
Montero,Lil Nas X,0.8391368734865139,0.8539605635720877,0.6714989627954111,139.15003234565543,0.16207971259955314,-4.830575827801603,Happy
Skinny Love,Bon Iver,0.1815179429488555,0.3295762372588538,0.4667216122283726,91.16547048631965,0.5300265578737358,-13.418443747489055,Sad
Yellow,Coldplay,0.5182598171743381,0.16183696286915744,0.5799089064731331,62.04515947495301,0.6662839181256863,-18.630785940570803,Calm
Slow Dancing in the Dark,Joji,0.21279179769426132,0.2223621467782827,0.35266622450333673,73.63179314557209,0.6610805710878879,-12.957376702656116,Sad
The Night Will Always Win,Manchester Orchestra,0.07268870605948433,0.23245246090338975,0.46578961825927767,79.81705550160895,0.4950558214164071,-14.009549842456435,Sad
Comptine d'un autre été,Yann Tiersen,0.4530855413506092,0.08301811592541541,0.5175111474627255,73.75182462518774,0.7006434476104414,-14.843886222026065,Calm
Eye of the Tiger,Survivor,0.5782088232267016,0.975738936647496,0.7305296651913927,150.67828985675783,0.05272219288577857,-1.7772547963198952,Energetic
Slow Dancing in the Dark,Joji,0.3019974424745828,0.35000802065644204,0.3883444913885517,87.53048464613987,0.4923980877177968,-12.204145900106383,Sad
Holocene,Bon Iver,0.4638445311430737,0.08804236664639818,0.5343960548637313,60.123904012620834,0.6574426972922256,-18.3805184087728,Calm
Sicko Mode,Travis Scott,0.5885587340072673,0.8945945268343868,0.854809056104088,157.34564604710377,0.0,0.0,Energetic
Bloom,The Paper Kites,0.450411925372388,0.25483510973668216,0.27206573141381246,59.89784179441149,0.6779300141466813,-17.34207190866383,Calm
Strange,Celeste,0.2040194430334923,0.311115745239287,0.265621790017942,75.76757858122964,0.6385411743697461,-15.508578846338498,Sad
Old Town Road,Lil Nas X,0.5977271368753934,0.8846942705795475,0.8186020309743619,153.3529720170763,0.05418067923979866,-4.121210132793202,Energetic
Good as Hell,Lizzo,0.8738110330421801,0.7138394978496232,0.790922195422289,140.45714203425942,0.006401341235101804,-3.6307322829353916,Happy
Watermelon Sugar,Harry Styles,0.8625400408659003,0.7399989710508602,0.7000375251357221,133.8597793219455,0.11712297717393194,-2.571999011815816,Happy
7 rings,Ariana Grande,0.5700207448555948,0.8414155507342604,0.8151737458766264,156.46090134551358,0.008034638898635926,0.0,Energetic
Watermelon Sugar,Harry Styles,0.7962495457292825,0.7870038716335328,0.6975565518195781,120.43034700735464,0.20000206579153584,-1.2875199428583541,Happy
Can't Stop the Feeling!,Justin Timberlake,0.7686398763708747,0.789913871099487,0.6903213680011224,134.79942983996963,0.2574600665874958,-1.5624762966053667,Happy
All I Want,Kodaline,0.5748239699286084,0.2213670188571947,0.41611741898642085,81.31349830664873,0.775791514965518,-18.502468215580425,Calm
Hurt,Johnny Cash,0.16329385454568285,0.2724074242066112,0.3449488442837918,74.46063216100916,0.4624946029062532,-13.166211145257389,Sad
Butter,BTS,0.7646389571100178,0.7150067971048588,0.8560677611450048,136.3333015517035,0.18492958536417242,-2.74330898147144,Happy
Lose Yourself,Eminem,0.6633196101185861,0.9740682827561006,0.8507333888146797,155.1847153583862,0.0,-3.424441527298102,Energetic
Dynamite,BTS,0.8986601395483975,0.7153251286916157,0.8920800670786393,133.35215207492837,0.07859905153932731,-4.1115381553154124,Happy
Power,Kanye West,0.7388660210047586,0.833647509791171,0.7665973868155892,160.11223825258287,0.0,-3.265510059770078,Energetic
HUMBLE.,Kendrick Lamar,0.6301666520955387,0.8477153700450882,0.8943116367271502,152.26295140043038,0.09212293469378457,-2.954821412385601,Energetic
Lose Yourself,Eminem,0.6458536968282131,0.9060688389590078,0.849896826399426,155.5326191695527,0.09049927914447409,0.0,Energetic
Experience,Ludovico Einaudi,0.5367664333556224,0.1764173411250403,0.31574959889787146,77.40537767602177,0.7135380083181557,-18.520321627300433,Calm
Watermelon Sugar,Harry Styles,0.9486448754929192,0.9228738589710244,0.7575725096064648,137.77256760763484,0.1866300759668118,-1.2627368849353027,Happy
Run the World,Beyoncé,0.6962040772106398,1.0,0.8083322694581562,154.3680219780262,0.0,0.0,Energetic
Levitating,Dua Lipa,0.8094245189181837,0.6947799932817326,0.7577979855139839,127.81821144201864,0.0,-4.1085897330356245,Happy
Fix You,Coldplay,0.26813720883097664,0.19755945413118564,0.31728400869306284,75.1312822140824,0.5326817833548787,-15.113115285520506,Sad
Sicko Mode,Travis Scott,0.6448510782769347,1.0,0.8865591928796182,145.38099138412193,0.16011971600156302,-1.3737357199736895,Energetic
Eye of the Tiger,Survivor,0.572304204830592,0.906992086808645,0.8586521205837588,165.97368325956785,0.010402761570554156,-2.9951449966184276,Energetic
Skinny Love,Bon Iver,0.16075545901235455,0.14685569722004801,0.41078418196674865,90.98926836130366,0.5640041188297846,-11.094250905594123,Sad
"i hate u, i love u",gnash,0.247996514116523,0.16185825740943888,0.3012422306597552,71.45757662736645,0.651024607357886,-9.57877325483615,Sad
HUMBLE.,Kendrick Lamar,0.6855683073157581,0.8408540992984552,0.7200688827679118,153.26524188532036,0.04300517369782551,-0.9033607448910026,Energetic
About Damn Time,Lizzo,0.9536366453595195,0.8443743315622608,0.6332400189339675,131.49163451815542,0.08205708281852897,-2.295133330407552,Happy
Turn Down for What,DJ Snake,0.7507506101085495,1.0,0.8725262891433563,147.50078120850063,0.04607765273295707,-2.3207201620896614,Energetic
Fallingforyou,The 1975,0.1670765055355423,0.28149914307987806,0.38618994743981805,71.77859887259234,0.676256627269176,-14.732349696429,Sad
Banger,Stormzy,0.5982433771683304,0.9079198319937116,0.7995818337191103,137.94034511403993,0.018932244935907328,-2.6112382221366257,Energetic
I Gotta Feeling,Black Eyed Peas,0.7222119282545473,0.894771066191579,0.7669822108323168,139.9025304957877,0.007445787296450651,-5.198750045907546,Happy
When the Party's Over,Billie Eilish,0.23477799039281452,0.2978057421607517,0.3886069011104135,77.1746696575145,0.6020787074769353,-13.590802820278059,Sad
Levitating,Dua Lipa,0.8253146219830909,0.803288641563532,0.7434954169964529,134.98279945878,0.049590365649392454,-4.284758970042587,Happy
Liability,Lorde,0.12836449961605667,0.2850060166334595,0.49627604996395647,97.85040116954106,0.6260440881152606,-11.998311050111086,Sad
Pump It,Black Eyed Peas,0.5873359656349296,0.8798372788254547,0.9242971941603625,134.09753074771936,0.15215723088705502,-1.3239530377965836,Energetic
Skinny Love,Bon Iver,0.5010964623020739,0.17242093231298156,0.4126437733257939,72.45111585658731,0.6601354579767156,-16.46241396509656,Calm
Rockstar,Post Malone,0.578254435637398,0.9142265168210222,0.7929656725463669,155.4855086433499,0.17073048107236405,-0.7887875347373741,Energetic
Ocean Eyes,Billie Eilish,0.49590050435476757,0.13715189535020594,0.34086062389358784,78.59466403816195,0.7797120094187153,-13.349869921302917,Calm
Fallingforyou,The 1975,0.23126734570276028,0.32016509101650403,0.4138923126202414,80.716645450042,0.5592129263754139,-13.302546567307024,Sad
Driver's License,Olivia Rodrigo,0.20511908855390143,0.21842139948513517,0.3168688915410404,84.18011284212606,0.6084718576710947,-10.19680281410714,Sad
The Night We Met,Lord Huron,0.20869326998581345,0.2766732130299469,0.3504010035000387,92.50730687065686,0.5095257067246398,-9.935264550643769,Sad
Lose Yourself,Eminem,0.5211279217933045,1.0,0.8278927942589432,157.544017043579,0.12612398164592342,-4.0423249151206,Energetic
As It Was,Harry Styles,0.8901537339498946,0.8332288763015967,0.7732481128878399,136.5421303936023,0.24621660392138509,-2.8843793872962755,Happy
Fly Me to the Moon,Frank Sinatra,0.4765722851664421,0.17875049723138592,0.3693357863636118,44.63659411297556,0.7568480671438114,-18.47695216022072,Calm
Hurt,Johnny Cash,0.15594957207329024,0.28073968894894924,0.40700962832306686,91.64657857717413,0.6313605231859778,-11.421886625248963,Sad
Comptine d'un autre été,Yann Tiersen,0.4637043198948216,0.28351790620957196,0.4465060774947305,77.35131883726663,0.7032274582181602,-19.659684895562975,Calm
Blinding Lights,The Weeknd,0.8405833501032889,0.7366978362426915,0.8197014721144162,116.70783950184833,0.1297136161082147,-6.422032399524913,Happy
Good as Hell,Lizzo,0.9563881759930603,0.7434191200251394,0.7162194710473457,125.20485883644783,0.0,-5.051510043361522,Happy
Experience,Ludovico Einaudi,0.4632580881311859,0.27420628179360657,0.3713933950032748,74.02472294898998,0.7145001347803094,-19.55962369708369,Calm
Bad Guy,Billie Eilish,0.5616946379093983,0.9088387415363848,0.7560741650606916,147.6598124230783,0.016112113461745833,-4.731234808380298,Energetic
The Night We Met,Lord Huron,0.14596275592112787,0.3196874347925868,0.35199670669757105,84.82549944865875,0.5314708798308645,-13.325585812144588,Sad
Breathe,Pink Floyd,0.4648969046516288,0.17717912529282054,0.4023256336076763,68.7687581842025,0.7143691952450565,-21.05879786101444,Calm
Hurt,Johnny Cash,0.23081600639418298,0.2377109412236662,0.29310582150027986,57.021902293746805,0.572798807595949,-9.455496806660513,Sad
Mask Off,Future,0.5653682395099088,0.9294134080026495,0.765045123381356,154.7813630139867,0.0,-5.586212905069154,Energetic
Power,Kanye West,0.60268852706328,0.849007686482376,0.8473667269548069,167.22893814793827,0.061190978627130195,-0.007763570177742096,Energetic
Rockstar,Post Malone,0.6912326405989755,0.9332617422546767,0.8248317311356802,149.28582678568554,0.0,-0.3304973473502357,Energetic
Bloom,The Paper Kites,0.4632528837418851,0.12704098883669257,0.4149294821352557,67.34854902974797,0.6985066624303031,-15.793596909896891,Calm
Blinding Lights,The Weeknd,0.8879731629191601,0.7625335351907603,0.8672175845944028,131.5807968375392,0.30102086981002124,-5.378375636179136,Happy
Holocene,Bon Iver,0.4849242196179822,0.10325877019152933,0.34114680023111943,76.7342461982721,0.6559023976173998,-22.563538632501626,Calm
Pump It,Black Eyed Peas,0.6192025797991066,0.870882315043685,0.7587977757512253,158.86596953347976,0.0,-0.4479441723130493,Energetic
Nightcall,Kavinsky,0.5339609885661964,0.10199504937718933,0.41610836894249237,68.35497717085401,0.746626605641448,-18.95634380193963,Calm
River Flows in You,Yiruma,0.5053441259483679,0.19393092046962537,0.4630333339451552,73.24844897942465,0.7212060582783221,-19.28703018503856,Calm
Breathe,Pink Floyd,0.37368968871589,0.12159668042710892,0.4219637873793813,74.83032416222315,0.7086498587690506,-19.535528618153904,Calm
I Gotta Feeling,Black Eyed Peas,0.8550550312574628,0.7315711328641015,0.7819532613800458,136.0110969869743,0.00144757751029026,-2.91327961524013,Happy
Skinny Love,Bon Iver,0.19743059712130548,0.2790615914365877,0.43439016175436995,62.02488532812316,0.5264639764187762,-12.577432615441055,Sad
Shake It Off,Taylor Swift,0.891490969004251,0.7272065851012128,0.8178941733543799,121.57267549461075,0.0850984831443356,-0.17193729226642773,Happy
Skinny Love,Bon Iver,0.43579222625651154,0.1729420868871568,0.330512123082911,71.66658006900474,0.7688294972723889,-19.32129017436498,Calm
Rockstar,Post Malone,0.5678610171556722,0.8526103403079028,0.7709138388310423,160.6415344949009,0.12203188707160509,-1.0975493613629836,Energetic
Let Her Go,Passenger,0.18523625071220307,0.2159727383278666,0.5269659902248469,78.5929135005413,0.5848563845427588,-11.897029247919065,Sad
Gymnopédie No.1,Erik Satie,0.4850542063480594,0.2813581718253967,0.3372286145484008,77.1592844482146,0.6094388091978866,-19.309895665876134,Calm
Too Good at Goodbyes,Sam Smith,0.10484100126572249,0.14340529304026686,0.5059675622760248,83.11691341896723,0.5055365814498907,-11.93074182775513,Sad
Mo Bamba,Sheck Wes,0.6209125944899229,0.9254779441596916,0.9715238552546961,141.9049326434943,0.1427504834640418,-0.053796877969856105,Energetic
Cry Me a River,Justin Timberlake,0.1987179623390938,0.22269518245965236,0.20530318178089407,87.0723631708884,0.6339475117673946,-13.562655114236426,Sad
Heat Waves,Glass Animals,0.8031028362274268,0.7412553232862696,0.7018633564185277,114.26914728499199,0.2994965703952258,-6.206416731443366,Happy
Banger,Stormzy,0.5893713155158777,0.8884058012777658,0.8305003920803404,136.9701272446815,0.08665344918309589,-3.9594424494336136,Energetic
Run the World,Beyoncé,0.6140109717368023,0.875032880607409,0.9076448638716501,148.9814924323896,0.05361781671999861,-1.8976041962378294,Energetic
Too Good at Goodbyes,Sam Smith,0.1581936908942255,0.31574185969593094,0.39323095843334893,75.6892651504581,0.4943156252739033,-16.92525138334516,Sad
Fly Me to the Moon,Frank Sinatra,0.48396736537979856,0.2539525146733151,0.5417199472212783,76.61788886125939,0.8327871973110675,-18.51193239797571,Calm
All I Want,Kodaline,0.5054212163281214,0.19598232444481747,0.277318604667145,64.3367124746074,0.7189802601850797,-20.691787937148227,Calm
Banger,Stormzy,0.7005539943872079,0.9802508609280509,0.7568634813381075,162.05706669178528,0.0768915970420983,-2.4549525199068154,Energetic
The Night Cafe,Lofi Girl,0.4680934183646056,0.17578564696669802,0.4372407677351464,61.025991177152896,0.6786508769596358,-17.36385546150276,Calm
Too Good at Goodbyes,Sam Smith,0.13567165928086355,0.07050546615537748,0.40555918629103677,87.23147872868957,0.3859654051566529,-15.019461409419876,Sad
The Scientist,Coldplay,0.533542802660155,0.20005288552182168,0.42301004730258934,52.770155409668305,0.7757585373607881,-18.77717165029006,Calm
Turn Down for What,DJ Snake,0.5648669788643965,0.8473295333852876,0.7223250366569025,149.9887828249149,0.1280249966782383,-0.9687438231120871,Energetic
Good 4 U,Olivia Rodrigo,0.824265193629185,0.7371921939959918,0.7803063190735609,124.58270630790311,0.2130095786734201,-4.294114763004277,Happy
Happy,Pharrell Williams,0.8434681061335235,0.6802882125140363,0.6806270204526002,135.94611275218173,0.14866923505023535,-4.367966672705358,Happy
Good 4 U,Olivia Rodrigo,0.8483147162718578,0.9745099662202954,0.7745750361922075,136.70792619561314,0.14154634868380522,-4.1977793063822855,Happy
Dancing Queen,ABBA,0.8400295710207526,0.8242513746647884,0.7273982694895057,131.85802957728802,0.1584457978638945,-5.428702836052736,Happy
Leave the Door Open,Silk Sonic,0.8088355899333265,0.8502279579057174,0.880164993646722,130.5927582433582,0.2652892436457034,-6.760202916429783,Happy
Shake It Off,Taylor Swift,0.8098459109164103,0.7126551772624605,0.8892687912752145,118.55886897631494,0.0997964410642413,-3.7385188454278175,Happy
Levitating,Dua Lipa,0.9286178310740043,0.7720254670069778,0.790727930802632,137.4607266549847,0.021530741365357473,-7.521617623961552,Happy
Eye of the Tiger,Survivor,0.5892679038889684,0.9630373154132115,0.9439605188106096,150.78563978446692,0.10450898612602444,-4.307384562679717,Energetic
Strange,Celeste,0.1721229621620964,0.2890811759110988,0.39483015100822993,77.92876021036739,0.6219355041180219,-13.94980731324505,Sad
Ocean Eyes,Billie Eilish,0.366577516304091,0.18076082895311452,0.371761714791356,70.91281193781217,0.7449506682309708,-19.355106661623456,Calm
Yellow,Coldplay,0.3319415926728553,0.2521605604999372,0.384391649119709,73.4267364052858,0.6830830244733036,-18.268913757954184,Calm
Weightless,Marconi Union,0.4464522733597059,0.14217216057998203,0.3269090130210352,59.195552285256134,0.7339302839451981,-20.869335154452774,Calm
Shake It Off,Taylor Swift,0.7901685930117166,0.8412004883094427,0.8918933153045985,133.15737223858386,0.039329355037185265,-3.1107946635597186,Happy
Sunset Lover,Petit Biscuit,0.5670689261076709,0.27856619530922117,0.3428164768918667,74.34712662297447,0.7402518181525061,-15.040019263122634,Calm
Strange,Celeste,0.04818274863522021,0.25497970446839224,0.45206717444989997,95.66677963376475,0.4766360324438066,-12.006601553526956,Sad
Run the World,Beyoncé,0.5815605800954434,0.8863226754176083,0.7933635439661685,147.68529195424262,0.04943640116155563,-2.4312191571360446,Energetic
As It Was,Harry Styles,0.8222648390186701,0.8170337614525884,0.758113475950057,132.81644317211436,0.03487684606476449,-1.112470791853481,Happy
Holocene,Bon Iver,0.45491182075332987,0.07442552207656256,0.3353306424361463,65.20142884866351,0.6874292030177553,-18.89543780779649,Calm
"i hate u, i love u",gnash,0.35724758546179847,0.19716230819580854,0.4774924067126706,87.97487018772647,0.5974509123592109,-9.482759031609733,Sad
A Thousand Years,Christina Perri,0.43854587249322663,0.30977277006691284,0.47634574929205065,77.50912018143156,0.725911005283211,-17.33402516237498,Calm
Driver's License,Olivia Rodrigo,0.18939355021305307,0.16659671907953774,0.34061923770005265,77.72099605304264,0.5545056198003695,-13.482994891741559,Sad
"i hate u, i love u",gnash,0.2600349390825787,0.22805658536463488,0.472472571004503,77.99962788320838,0.5980954903423885,-12.479356322457559,Sad
7 rings,Ariana Grande,0.5742184168067817,0.8590564642607561,0.7914868999934818,156.875806380377,0.2379260629360606,-3.4320868725516807,Energetic
Happy,Pharrell Williams,0.8561607908544703,0.9072917239101805,0.76738678960802,133.21369377679153,0.190211519336889,-4.802440943771672,Happy
Comptine d'un autre été,Yann Tiersen,0.4595619999629326,0.27574786190951983,0.36596761194091515,63.186702605324854,0.6792823440877324,-19.457481672619533,Calm
Mask Off,Future,0.607151067947569,0.9918388617001763,0.8474550008152878,155.552415548847,0.0,-1.4260882913965824,Energetic
Fly Me to the Moon,Frank Sinatra,0.5731039836716512,0.29181854144908626,0.29855008845998865,67.97059137966096,0.7123868235640163,-16.521490929847346,Calm
Turn Down for What,DJ Snake,0.6014168345763159,0.9701142277645992,0.9225418169267101,159.6843928183823,0.08434726582413876,-1.2407207032280692,Energetic
Sicko Mode,Travis Scott,0.5916328751943531,0.8908957794512466,0.9418348668078431,146.45953595366498,0.17918230325678813,-2.644056308984117,Energetic
River Flows in You,Yiruma,0.43687540718627577,0.1971095119094902,0.41392154677896037,65.26972168958484,0.5922741561756466,-18.357309053833067,Calm
Pump It,Black Eyed Peas,0.5957035694529074,0.9443328778249868,0.8265841596873807,142.7554955691497,0.0,-1.6026399809051863,Energetic
Liability,Lorde,0.2191504706251508,0.36883153122162016,0.24373792712479786,80.92020863317934,0.5621893763546687,-11.65731984709907,Sad
Turn Down for What,DJ Snake,0.6183512463832548,0.8728229862534923,0.8210855686034451,156.70366022585694,0.12130429494958045,-1.9915402820116967,Energetic
Let Her Go,Passenger,0.19841565458246435,0.2946112811173725,0.31832775360548476,83.39248835571271,0.5370928522343267,-13.028904541756559,Sad
Someone Like You,Adele,0.1919414755117671,0.3317565791211848,0.43054421043865493,66.01174421409455,0.6793472194302521,-16.324983976071348,Sad
Strange,Celeste,0.15134854932737968,0.18696954987597686,0.3586186098625113,83.73086699557068,0.6539867613271281,-13.151902047285045,Sad
Slow Dancing in the Dark,Joji,0.19813646402774587,0.21132216081127164,0.3094445537647283,74.65776354824891,0.5983754182661098,-13.374658036812749,Sad
Watermelon Sugar,Harry Styles,0.7905802795871858,0.7617198741131725,0.7727072710848801,125.65260183092988,0.07797233738582686,-3.787139544616206,Happy
The Night Cafe,Lofi Girl,0.5754065131373791,0.230922271546429,0.46089242179342105,57.355168473526646,0.8395652128284204,-13.037002177944503,Calm
Stay With Me,Sam Smith,0.18946616327004706,0.3218058363330535,0.3818647277677261,90.36697425490411,0.5174934089913015,-11.509989374245437,Sad
Lonely,Akon,0.32141637315377836,0.27547598911919985,0.3616972675498954,77.14043661751658,0.5605686654590073,-10.25430305064694,Sad
Let Her Go,Passenger,0.1776675934357368,0.35121240337929305,0.5069210414154226,92.34594822617751,0.5358920462570981,-15.239234866578023,Sad
Slow Dancing in the Dark,Joji,0.1864112664859084,0.3007155854771325,0.4389509238363275,73.57456839455725,0.6944150855167617,-13.542247202085138,Sad
Sunset Lover,Petit Biscuit,0.5145670744668167,0.14372361096907632,0.3965141931695579,68.01798065408232,0.8456331207827067,-19.248871296679837,Calm
7 rings,Ariana Grande,0.5679453562187661,0.9222964703359212,0.7555812335591782,148.93695780092168,0.06514626458338993,-1.405511453239752,Energetic
Let Her Go,Passenger,0.2733849840257195,0.2568801919741118,0.3996753477849816,75.43718906869056,0.4293517359561186,-12.459885283217156,Sad
Sicko Mode,Travis Scott,0.7551961952848325,0.8003422154181254,0.6953710087897739,160.26871731838887,0.0,-2.6364750554852403,Energetic
The Night Will Always Win,Manchester Orchestra,0.27414693150932923,0.2000262424245666,0.42261512738153145,89.5400600998238,0.4327129932794786,-12.360696348162046,Sad
Till I Collapse,Eminem,0.5507544017066457,0.907658593028308,0.9180048579773762,156.50547579091983,0.0014797289427408294,-1.0881916096585946,Energetic
River Flows in You,Yiruma,0.40426459052210045,0.18462313833543278,0.4176668231646021,57.55701012927006,0.7560676074492567,-17.298417854710387,Calm
Heat Waves,Glass Animals,0.9629338874171549,0.774601300769224,0.7438148235019459,141.6270758169416,0.261365771658457,-5.045720054306536,Happy
When the Party's Over,Billie Eilish,0.2263085443285836,0.2763731660385793,0.4221002865176774,84.73451306993103,0.546676743124718,-14.147203545793802,Sad
Too Good at Goodbyes,Sam Smith,0.10411253888697514,0.30735208662573604,0.5167016736300797,69.09460796325752,0.5901764934088316,-14.323964355593219,Sad
Sunset Lover,Petit Biscuit,0.4671444516924324,0.2789767848288186,0.3136910315453423,63.55360276092636,0.8208219669468813,-17.588722911023122,Calm
Turn Down for What,DJ Snake,0.6764021488145533,1.0,0.7686379773779987,162.61478515726145,0.0,-4.388378802184579,Energetic
La Vie en Rose,Édith Piaf,0.3989117917014812,0.18822186058587206,0.3797860096177361,56.028266195367735,0.766531813370061,-19.59431513738053,Calm
The Night Cafe,Lofi Girl,0.3866777756183925,0.10383156225709377,0.4714928739223053,70.92659669781557,0.771168361927359,-21.940842017870253,Calm
Bad Guy,Billie Eilish,0.6999702940423695,0.8067055821764245,0.8005392470948131,147.81945000995006,0.08033224949808992,0.0,Energetic
About Damn Time,Lizzo,0.7294203759880998,0.830833231657228,0.7736253540751323,134.41991963533718,0.15291313072517293,-1.2717191400523116,Happy
STAY,The Kid LAROI & Justin Bieber,0.8365229469894019,0.7783618475058249,0.7843478633347598,128.78024130895565,0.19164869413508726,-2.086595366410832,Happy
Breathin,Ariana Grande,0.1529740600648162,0.22666212633786187,0.310866565916313,73.34542233415644,0.5696257367960516,-14.431519978221504,Sad
Skinny Love,Bon Iver,0.27133480228847856,0.3245812693040745,0.3996013745279108,88.56120190653142,0.5728782992600752,-14.763749302455436,Sad
